barcode	ann_finest_level	Population
mc4118-Kaminski_2020	Alveolar macrophages	Alveolar macrophages
mc4119-Kaminski_2020	Alveolar macrophages	Alveolar macrophages
mc412-Kaminski_2020	Unknown	Unknown
mc4120-Kaminski_2020	Alveolar macrophages	Alveolar macrophages
mc4121-Kaminski_2020	Alveolar macrophages	Alveolar macrophages
mc4122-Kaminski_2020	Classical monocytes	Classical monocytes
mc4123-Kaminski_2020	Unknown	Unknown
mc4124-Kaminski_2020	Unknown	Unknown
mc4125-Kaminski_2020	Unknown	Unknown
mc4126-Kaminski_2020	Unknown	Unknown
mc4127-Kaminski_2020	Unknown	Unknown
mc4128-Kaminski_2020	Unknown	Unknown
mc4129-Kaminski_2020	Unknown	Unknown
mc413-Kaminski_2020	CD4 T cells	CD4 T cells
mc4130-Kaminski_2020	Unknown	Unknown
mc4131-Kaminski_2020	Unknown	Unknown
mc4132-Kaminski_2020	Unknown	Unknown
mc4133-Kaminski_2020	NK cells	NK cells
mc4134-Kaminski_2020	NK cells	NK cells
mc4135-Kaminski_2020	NK cells	NK cells
mc4136-Kaminski_2020	Alveolar macrophages	Alveolar macrophages
mc4137-Kaminski_2020	Alveolar macrophages	Alveolar macrophages
mc4138-Kaminski_2020	Alveolar macrophages	Alveolar macrophages
mc4139-Kaminski_2020	Alveolar macrophages	Alveolar macrophages
mc414-Kaminski_2020	CD4 T cells	CD4 T cells
mc4140-Kaminski_2020	Alveolar macrophages	Alveolar macrophages
mc4141-Kaminski_2020	Alveolar macrophages	Alveolar macrophages
mc4142-Kaminski_2020	Alveolar macrophages	Alveolar macrophages
mc4143-Kaminski_2020	Alveolar macrophages	Alveolar macrophages
mc4144-Kaminski_2020	Alveolar macrophages	Alveolar macrophages
mc4145-Kaminski_2020	Unknown	Unknown
mc4146-Kaminski_2020	Alveolar macrophages	Alveolar macrophages
mc4147-Kaminski_2020	Alveolar macrophages	Alveolar macrophages
mc4148-Kaminski_2020	Alveolar macrophages	Alveolar macrophages
mc4149-Kaminski_2020	Unknown	Unknown
mc415-Kaminski_2020	Unknown	Unknown
mc4150-Kaminski_2020	Alveolar macrophages	Alveolar macrophages
mc4151-Kaminski_2020	Alveolar macrophages	Alveolar macrophages
mc4152-Kaminski_2020	Alveolar macrophages	Alveolar macrophages
mc4153-Kaminski_2020	Unknown	Unknown
mc4154-Kaminski_2020	Alveolar macrophages	Alveolar macrophages
mc4155-Kaminski_2020	Alveolar macrophages	Alveolar macrophages
mc4156-Kaminski_2020	Unknown	Unknown
mc4157-Kaminski_2020	Unknown	Unknown
mc4158-Kaminski_2020	Unknown	Unknown
mc4159-Kaminski_2020	Unknown	Unknown
mc416-Kaminski_2020	CD8 T cells	CD8 T cells
mc4160-Kaminski_2020	Lymphatic EC mature	Lymphatic EC mature
mc4161-Kaminski_2020	Unknown	Unknown
mc4162-Kaminski_2020	Unknown	Unknown
mc4163-Kaminski_2020	Alveolar macrophages	Alveolar macrophages
mc4164-Kaminski_2020	Unknown	Unknown
mc4165-Kaminski_2020	Unknown	Unknown
mc4166-Kaminski_2020	Unknown	Unknown
mc4167-Kaminski_2020	Unknown	Unknown
mc4168-Kaminski_2020	Unknown	Unknown
mc4169-Kaminski_2020	Unknown	Unknown
mc417-Kaminski_2020	CD8 T cells	CD8 T cells
mc4170-Kaminski_2020	Unknown	Unknown
mc4171-Kaminski_2020	Unknown	Unknown
mc4172-Kaminski_2020	Unknown	Unknown
mc4173-Kaminski_2020	Unknown	Unknown
mc4174-Kaminski_2020	Unknown	Unknown
mc4175-Kaminski_2020	Classical monocytes	Classical monocytes
mc4176-Kaminski_2020	Classical monocytes	Classical monocytes
mc4177-Kaminski_2020	Classical monocytes	Classical monocytes
mc4178-Kaminski_2020	Classical monocytes	Classical monocytes
mc4179-Kaminski_2020	Classical monocytes	Classical monocytes
mc418-Kaminski_2020	CD4 T cells	CD4 T cells
mc4180-Kaminski_2020	Classical monocytes	Classical monocytes
mc4181-Kaminski_2020	Classical monocytes	Classical monocytes
mc4182-Kaminski_2020	Classical monocytes	Classical monocytes
mc4183-Kaminski_2020	Classical monocytes	Classical monocytes
mc4184-Kaminski_2020	Classical monocytes	Classical monocytes
mc4185-Kaminski_2020	Unknown	Unknown
mc4186-Kaminski_2020	Classical monocytes	Classical monocytes
mc4187-Kaminski_2020	Unknown	Unknown
mc4188-Kaminski_2020	Unknown	Unknown
mc4189-Kaminski_2020	Monocyte-derived Mph	Monocyte-derived Mph
mc419-Kaminski_2020	CD4 T cells	CD4 T cells
mc4190-Kaminski_2020	Alveolar macrophages	Alveolar macrophages
mc4191-Kaminski_2020	Unknown	Unknown
mc4192-Kaminski_2020	Monocyte-derived Mph	Monocyte-derived Mph
mc4193-Kaminski_2020	Monocyte-derived Mph	Monocyte-derived Mph
mc4194-Kaminski_2020	Unknown	Unknown
mc4195-Kaminski_2020	Alveolar macrophages	Alveolar macrophages
mc4196-Kaminski_2020	Monocyte-derived Mph	Monocyte-derived Mph
mc4197-Kaminski_2020	Monocyte-derived Mph	Monocyte-derived Mph
mc4198-Kaminski_2020	Monocyte-derived Mph	Monocyte-derived Mph
mc4199-Kaminski_2020	Unknown	Unknown
mc42-Kaminski_2020	Unknown	Unknown
mc420-Kaminski_2020	CD8 T cells	CD8 T cells
mc4200-Kaminski_2020	Unknown	Unknown
mc4201-Kaminski_2020	Unknown	Unknown
mc4202-Kaminski_2020	Unknown	Unknown
mc4203-Kaminski_2020	Unknown	Unknown
mc4204-Kaminski_2020	Monocyte-derived Mph	Monocyte-derived Mph
mc4205-Kaminski_2020	Unknown	Unknown
mc4206-Kaminski_2020	Unknown	Unknown
mc4207-Kaminski_2020	Unknown	Unknown
mc4208-Kaminski_2020	Unknown	Unknown
mc4209-Kaminski_2020	Unknown	Unknown
mc421-Kaminski_2020	CD4 T cells	CD4 T cells
mc4210-Kaminski_2020	Unknown	Unknown
mc4211-Kaminski_2020	Alveolar macrophages	Alveolar macrophages
mc4212-Kaminski_2020	Alveolar macrophages	Alveolar macrophages
mc4213-Kaminski_2020	Adventitial fibroblasts	Adventitial fibroblasts
mc4214-Kaminski_2020	Unknown	Unknown
mc4215-Kaminski_2020	Unknown	Unknown
mc4216-Kaminski_2020	Unknown	Unknown
mc4217-Kaminski_2020	Unknown	Unknown
mc4218-Kaminski_2020	Unknown	Unknown
mc4219-Kaminski_2020	Unknown	Unknown
mc422-Kaminski_2020	CD8 T cells	CD8 T cells
mc4220-Kaminski_2020	Unknown	Unknown
mc4221-Kaminski_2020	CD4 T cells	CD4 T cells
mc4222-Kaminski_2020	CD8 T cells	CD8 T cells
mc4223-Kaminski_2020	CD8 T cells	CD8 T cells
mc4224-Kaminski_2020	CD4 T cells	CD4 T cells
mc4225-Kaminski_2020	CD8 T cells	CD8 T cells
